name,wiki_url,constituency,exclude,party,brex_cat,brex_cat_lab,brex_cat_source,brex_cat_notes,brex_cat_link,delay_bill,may_bill,benn_bill,nodeal_bill
Steve McCabe,https://en.wikipedia.org/wiki/Steve_McCabe_(politician),"Birmingham, Selly Oak",0,Labour,2,Deal/Ref,Labour's Brexit talks with the Government are over & it is now absolutely clear there can be no compromise with the Tories. Whatever kind of deal the Tories cobble together it has to go to a Confirmatory Ballot. The people have to have the final say #Labour4ConfirmatoryVote,NA,https://twitter.com/steve_mccabe/status/1129411856395845633,1,0,1,0
Karin Smyth,https://en.wikipedia.org/wiki/Karin_Smyth,Bristol South,0,Labour,2,Deal/Ref,"Like many of you, this increasingly polarised nature of politics at the moment concerns me, in particular the threat from the far right. Nigel Farage and the Brexit Party believe that the answer is simple: we leave the EU with no deal. Some of the smaller parties believe it’s also simple: we revoke Article 50 and remain in the EU. It is not simple. The last few years have damaged the UK’s reputation both politically and as a destination for investment. We need the debate to be much more honest.Back in 2017, the Labour Party said it could not accept a ‘no deal’ Brexit as an option as part of our commitment to protect jobs, rights and living standards and our position remains the same today. The government has presented a deal which does not protect this, which is why I voted against itI believe that, in order to get through this and heal the division, any deal needs a confirmatory vote; and that any confirmatory vote must have the option to remain in the European Union.",NA,http://karinsmyth.com/2019/08/08/karin-smyth-mp-on-the-brexit-impasse/,NA,0,1,0
Chris Ruane,https://en.wikipedia.org/wiki/Chris_Ruane,Vale of Clwyd,0,Labour,2,Deal/Ref,"Mr Ruane, who voted to remain in the 2016 referendum, said he “fully supports” Labour’s pledge for a second referendum as a “confirmatory vote”.","Support for 2nd ref as confirmatory vote, so on Corbyn campaign line, with preference for Lab deal.",https://www.rhyljournal.co.uk/news/18089547.candidates-vale-clwyd-speak-important-general-election-looms/,1,0,1,0
Emma Hardy,https://en.wikipedia.org/wiki/Emma_Hardy_(politician),Kingston upon Hull West and Hessle,0,Labour,2,Deal/Ref,"Ms Hardy is standing firm in her support of the Labour party's policy, which is to renegotiate a new deal with the EU - with some form of customs union and close alignment to the single market - and put it back to the public in a second referendum alongside the option to Remain.",On party line: Labour negotiating new deal and then putting it to a referendum vote.,https://www.hulldailymail.co.uk/news/hull-east-yorkshire-news/west-hessle-emma-hardy-brexit-3555306,1,0,1,0
Afzal Khan,https://en.wikipedia.org/wiki/Afzal_Khan_(British_politician),"Manchester, Gorton",0,Labour,2,Deal/Ref,"Against no deal, against Johnson's Brexit deal, but second referendum rather supported as a means to stop bad deal.",,https://www.afzalkhan.org.uk/uncategorised/2019/10/18/afzal-says-no-to-johnsons-deal/,1,0,1,0
Alan Campbell,https://en.wikipedia.org/wiki/Alan_Campbell_(politician),Tynemouth,0,Labour,2,Deal/Ref,"Looking for ""best deal"" but for a confirmatory referendum",,https://www.alancampbellmp.co.uk/articles/2019/08/30/worries-over-no-deal-brexit/,1,0,1,0
Alex Norris,https://en.wikipedia.org/wiki/Alex_Norris,Nottingham North,0,Labour,2,Deal/Ref,Has reservations about second referendum; only as a last option to prevent no deal,,https://alexnorrismp.co.uk/2019/04/03/indicative-votes-2-0/,1,0,1,0
Barbara Keeley,https://en.wikipedia.org/wiki/Barbara_Keeley,Worsley and Eccles South,0,Labour,2,Deal/Ref,voted for confirmatory vote (Becket amendment) but no evidence that this was her favourite outcome,,https://www.express.co.uk/news/politics/1106519/Brexit-vote-how-did-my-MP-vote-second-referendum-customs-union-indicative-vote,1,0,1,0
Bill Esterson,https://en.wikipedia.org/wiki/Bill_Esterson,Sefton Central,0,Labour,2,Deal/Ref,"Describes 2nd ref as an option, which he could support ""if the public wants it"". So not an advocate as such.",,https://twitter.com/BBCNewsnight/status/1067191794603937792,1,0,1,0
Cat Smith,https://en.wikipedia.org/wiki/Cat_Smith,Lancaster and Fleetwood,0,Labour,2,Deal/Ref,"A Corbyn loyalist, so 2nd referendum secondary to Lab negotiating own deal.",,https://www.standard.co.uk/news/politics/boris-johnson-accuses-jeremy-corbyn-of-sly-plan-to-fiddle-second-brexit-referendum-a4306171.html,1,0,1,0
Dan Carden,https://en.wikipedia.org/wiki/Dan_Carden,Liverpool Walton,0,Labour,2,Deal/Ref,"Solidly on party line, rejecting Starmer support for Kyle/Wilson amendment promoting a referendum before election.",,https://www.politicshome.com/news/article/ian-lavery-rounds-on-keir-starmer-over-second-referendum-as-labour-splits-on-brexit-erupt,1,0,1,0
Danielle Rowley,https://en.wikipedia.org/wiki/Danielle_Rowley,Midlothian,0,Labour,2,Deal/Ref,"Fully on party line, 2nd referendum not a priority but perhaps to be used after Labour gets in power and negotiates new deal.",,https://morningstaronline.co.uk/article/f/labour-only-party-focused-issues-beyond-brexit,1,0,1,0
Ed Miliband,https://en.wikipedia.org/wiki/Ed_Miliband,Doncaster North,0,Labour,2,Deal/Ref,"Voted for a confirmatory public vote but mentioned in campaign 2019 that he voted 9 times for a deal, so rather on party line.",,https://www.theguardian.com/politics/ng-interactive/2019/apr/01/how-did-each-mp-vote-on-the-second-round-of-indicative-votes,1,0,1,0
Eleanor Smith,https://en.wikipedia.org/wiki/Eleanor_Smith_(politician),Wolverhampton South West,0,Labour,2,Deal/Ref,"Was against second referendum, but accepting party line of confirmatory vote in 2019 election campaign.",,https://www.expressandstar.com/news/politics/2019/11/23/they-have-bigger-concerns-than-brexit-eleanor-smith-on-constituents-views/,1,0,1,0
Emma Reynolds,https://en.wikipedia.org/wiki/Emma_Reynolds,Wolverhampton North East,0,Labour,2,Deal/Ref,"Voted on party line throughout, but was earlier against new referendum, so certainly nowhere beyond Corbyn position.",,https://www.expressandstar.com/news/politics/2018/11/27/mp-mays-take-it-or-leave-it-brexit-deal-is-baloney/,1,0,1,0
Geoffrey Robinson,https://en.wikipedia.org/wiki/Geoffrey_Robinson,Coventry North West,0,Labour,2,Deal/Ref,Accepts referendum result. Certainly not a proponent of people's vote. But clearly against no deal and largely on Lab line.,,https://coventryobserver.co.uk/news/coventry-mps-say-they-wont-rule-out-backing-theresa-may-on-brexit-deal/,1,0,1,0
George Howarth,https://en.wikipedia.org/wiki/George_Howarth,Knowsley,0,Labour,2,Deal/Ref,Argued at times against 2nd ref but early  behind what became Corbyn policy.,,https://www.independent.co.uk/news/uk/politics/brexit-second-referendum-corbyn-amendment-labour-deal-peter-kyle-phil-wilson-motion-theresa-may-deal-a8804521.html,1,0,1,0
Gill Furniss,https://en.wikipedia.org/wiki/Gill_Furniss,Sheffield Brightside and Hillsborough,0,Labour,2,Deal/Ref,"Behind Labour policy idea of negotiating ""better deal"".",,https://www.gillfurniss.com/news/123/,1,0,1,0
Gordon Marsden,https://en.wikipedia.org/wiki/Gordon_Marsden,Blackpool South,0,Labour,2,Deal/Ref,"Nothing to be found on 2nd ref position, but Corbyn loyalist in the shadow cabinet throughout.",,NA,1,0,1,0
Hugh Gaffney,https://en.wikipedia.org/wiki/Hugh_Gaffney,"Coatbridge, Chryston and Bellshill",0,Labour,2,Deal/Ref,"Difficult to find much on Brexit stance. Voted party line in all indicative votes, did not openly campaign for second referendum. Corbyn loyalist.",,https://www.huffingtonpost.co.uk/entry/which-alternative-brexit-plan-your-mp-backed-in-indicative-votes_uk_5ca28e7de4b04693a9462ae0,1,0,1,0
Imran Hussain,https://en.wikipedia.org/wiki/Imran_Hussain_(British_politician),Bradford East,0,Labour,2,Deal/Ref,"Voted for 2nd ref but also for Labour deal, so on party line.",,https://www.thetelegraphandargus.co.uk/news/17533202.bradfords-mps-voted-brexit-indicative-votes/,1,0,1,0
Jack Dromey,https://en.wikipedia.org/wiki/Jack_Dromey,"Birmingham, Erdington",0,Labour,2,Deal/Ref,"Put forward amendment with Spelman against No Deal, argued to ""respect referendum"" so voting for 2nd referendum was more in line with Lab policy.",,https://www.birminghammail.co.uk/news/midlands-news/former-conservative-chair-caroline-spelman-15715238,1,0,1,0
Jeremy Corbyn,https://en.wikipedia.org/wiki/Jeremy_Corbyn,Islington North,0,Labour,2,Deal/Ref,"Reluctant to have second referendum in 2019 manifesto, his is the Lab policy of election first, negotiate new deal then put to referendum vote, without commitment to campaign for Remain.",,https://www.theguardian.com/politics/2018/nov/18/jeremy-corbyn-second-referendum-not-an-option-for-today,1,0,1,0
Jim Cunningham,https://en.wikipedia.org/wiki/Jim_Cunningham_(UK_politician),Coventry South,0,Labour,2,Deal/Ref,"Voted for confirmative vote in indicative vote, but against revoke where Lab party line was abstention. A rather reluctant 2.",,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Tan Dhesi,https://en.wikipedia.org/wiki/Tanmanjeet_Singh_Dhesi,Slough,0,Labour,2,Deal/Ref,NA,,https://ig.ft.com/brexit-second-round-indicative-votes/,NA,0,1,0
Andrew Gwynne,https://en.wikipedia.org/wiki/Andrew_Gwynne,Denton and Reddish,0,Labour,2,Deal/Ref,"On another referendum: “It’s an incredibly difficult message […] We are not going to get Labour’s Brexit deal presented by PM Johnson or PM Hunt and so the realisation is that whatever they come back to parliament with between now and October, we have to go back to the people and we have to say, ‘is this really the Brexit that you want?’.”",NA,https://labourlist.org/2019/06/sunday-shows-gwynne-and-flint-on-another-referendum-and-no-brexit/,1,0,1,0
Colleen Fletcher,https://en.wikipedia.org/wiki/Colleen_Fletcher,Coventry North East,0,Labour,2,Deal/Ref,On the possibility of a second referendum she said: “I would prefer Theresa May to call a general election so that a Labour government led by Jeremy Corbyn could take over the Brexit negotiations.”,NA,https://coventryobserver.co.uk/news/coventry-mps-say-they-wont-rule-out-backing-theresa-may-on-brexit-deal/,1,0,1,0
Nick Smith,https://en.wikipedia.org/wiki/Nick_Smith_(British_politician),Blaenau Gwent,0,Labour,2,Deal/Ref,"Parliamentary votes - Customs Union: For, Common Market 2.0: Fo, A second referendum:  For, Revoke Article 50: Abstain, The Blaenau Gwent MP represents an area where 62% of people voted to leave - the Welsh constituency with the highest percentage of people voting to leave the EU. On Monday, he voted for the Customs Union, Common Market 2.0 and a public vote. He abstained on the SNP motion for Parliament to choose between no deal or revoking Article 50. “I can understand why many constituents are frustrated with politics at the moment. Our Parliament and country is split, so last night I supported compromises to try and find a common ground.",NA,https://www.walesonline.co.uk/news/politics/how-your-mp-voted-brexit-16066923,1,0,1,0
Roger Godsiff,https://en.wikipedia.org/wiki/Roger_Godsiff,"Birmingham, Hall Green",0,Labour,2,Deal/Ref,"Pro-Brexit Birmingham MP Roger Godsiff backs a second referendum. Roger Godsiff is the second Birmingham MP to back a so-called People's Vote on Brexit. ""The majority of them voted to Remain two years and I have no problem whatsoever supporting the idea of any final deal being put back to the people in another referendum with an option to Remain. ""It might produce the same result but let’s let the people decide.""",NA,https://www.birminghammail.co.uk/news/midlands-news/pro-brexit-birmingham-mp-roger-15375834,1,0,1,0
Rebecca Long-Bailey,https://en.wikipedia.org/wiki/Rebecca_Long-Bailey,Salford and Eccles,0,Labour,2,Deal/Ref,"So this week Labour will use every lever we have to finally allow parliament to consider the other options – including our alternative plan, the common market 2.0 proposal, a customs union and a public vote.Labour’s starting point is our alternative plan based around a new customs union and a close alignment to the single market. It abides by the result of the referendum without wrecking our economy. And it will work for the whole country, not just those at the top. Unlike the prime minister, Labour is willing to be flexible to find a way through. But we will not vote for Theresa May’s terrible deal, and we will never countenance a disastrous no-deal crash. The powerful will use the economic shock of no deal to impose more austerity on the many and corporate tax cuts for the few. Labour has committed to supporting all options remaining on the table, including a public vote, to ensure that this disaster is prevented.",NA,https://www.theguardian.com/politics/2019/mar/24/six-mps-make-their-case-from-no-deal-to-peoples-vote,1,0,1,0
Khalid Mahmood,https://en.wikipedia.org/wiki/Khalid_Mahmood_(British_politician),"Birmingham, Perry Barr",0,Labour,2,Deal/Ref,Supported public vote and revoking article 50 in indicative votes.,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
Naseem Shah,https://en.wikipedia.org/wiki/Naz_Shah,Bradford West,0,Labour,2,Deal/Ref,Supported public vote and revoking article 50 in indicative votes.,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
Margaret Greenwood,https://en.wikipedia.org/wiki/Margaret_Greenwood,Wirral West,0,Labour,2,Deal/Ref,Supported public vote option in indicative votes,NA,https://ig.ft.com/brexit-second-round-indicative-votes/,1,0,1,0
Yasmin Qureshi,https://en.wikipedia.org/wiki/Yasmin_Qureshi,Bolton South East,0,Labour,2,Deal/Ref,"The People’s Vote has strong support nationally and I still believe that a second referendum must be kept on the table to ensure that we don’t end up with a damaging No-Deal.  However, should Labour gain enough influence to work on a good deal, that will be the priority.",NA,https://www.yasminqureshi.org.uk/news/2019/04/03/brexit-negotiations/,1,0,1,0
Thelma Walker,https://en.wikipedia.org/wiki/Thelma_Walker,Colne Valley,0,Labour,2,Deal/Ref,"Walker supported the United Kingdom remaining within the European Union in the 2016 EU membership referendum. In the indicative votes on 27 March 2019, she voted for a referendum on a Brexit withdrawal agreement, and for a customs union with the EU.[13]",NA,https://en.wikipedia.org/wiki/Thelma_Walker,1,0,1,0
Toby Perkins,https://en.wikipedia.org/wiki/Toby_Perkins,Chesterfield,0,Labour,2,Deal/Ref,"While I regret the choice the country made, I believe that if we left the EU in line with the priorities I set out above and which I have voted for, most people would consider that it was in line with what the majority of leave voters were voting for, but would also reflect the fact that the referendum verdict was a narrow one. Under those circumstances, I believe that there would probably not be an argument for a people's vote, though if Parliament cannot agree on a way forward, that option should remain open",NA,https://www.derbyshiretimes.co.uk/news/chesterfield-mp-toby-perkins-responds-concerns-about-his-brexit-stance-987049; https://www.tobyperkins.org.uk/2019/09/16/responses-and-analysis-of-my-huge-chesterfield-brexit-survey/,1,0,1,0
John Woodcock,https://en.wikipedia.org/wiki/John_Woodcock_(politician),Barrow and Furness,0,Labour Co-operative,2,Deal/Ref,I was sceptical for many months about the merits of a second referendum. It would undoubtedly be torrid and I am deeply uncertain what the public would conclude. But I am one of the reluctant converts reflected in the indicative votes.,NA,https://www.politicshome.com/thehouse/article/i-was-sceptical-for-many-months-about-the-merits-of-a-second-referendum-but-i-am-one-of-the-reluctant-converts-reflected-in-the-indicative-votes,1,0,1,0
Stephen Twigg,https://en.wikipedia.org/wiki/Stephen_Twigg,Liverpool West Derby,0,Labour Co-operative,2,Deal/Ref,Indicative vote support for any deal being put to public confirmatory vote,NA,https://www.theguardian.com/politics/ng-interactive/2019/apr/01/how-did-each-mp-vote-on-the-second-round-of-indicative-votes,1,0,1,0
Adrian Bailey,https://en.wikipedia.org/wiki/Adrian_Bailey,West Bromwich West,0,Labour Co-operative,2,Deal/Ref,"Didn’t vote explicitly for 2nd referendum. Voted for every alternative to May deal in indicative votes, so clearly 2.",,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allvotes,NA,0,1,0
Chris Evans,https://en.wikipedia.org/wiki/Chris_Evans_(UK_politician),Islwyn,0,Labour Co-operative,2,Deal/Ref,Voted in line with Corbyn and party policy.,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Paul Sweeney,https://en.wikipedia.org/wiki/Paul_Sweeney,Glasgow North East,0,Labour Co-operative,2,Deal/Ref,"The Glasgow North East MP said he wanted a “ratification referendum” to give voters a choice between Theresa May’s deal and staying in the EU. The plan was floated last week by Labour MPs Peter Kyle and Phil Wilson. Mr Sweeney insisted he was not supporting the People’s Vote campaign, which he dismissed as a vague “neo-liberal, Blairite project”.; The Liberal Democrats under @joswinson have ended up in the ridiculous situation where they support Tory Ken Clark for PM, who would renogiate Brexit, but without a referendum; rather than Jeremy Corbyn and Labour, even though we're totally committed to a Public Vote with Remain.",NA,https://www.heraldscotland.com/news/17437228.scottish-labour-mps-now-back-new-brexit-vote/; https://twitter.com/PaulJSweeney/status/1162619243780874240?ref_src=twsrc%5Etfw,1,0,1,0
Mickey Brady,https://en.wikipedia.org/wiki/Mickey_Brady,Newry and Armagh,1,Sinn Féin,NA,NA,"2017 campaign leaflet ""BREXIT IS BAD FOR NEWRY AND ARMAGH. NO BREXIT, NO BORDER, NO TORY CUTS."", ""Sinn Féin demands the North's remain vote be respected""",NA,https://irishelectionliterature.com/2017/06/05/brexit-is-bad-leaflet-from-mickey-brady-sinn-fein-newry-and-armagh/,NA,NA,NA,NA
Paul Maskey,https://en.wikipedia.org/wiki/Paul_Maskey,Belfast West,1,Sinn Féin,NA,NA,"The Irish people now see a parliament that runs roughshod over the integrity of their democratically expressed decision by enforcing Brexit upon them, threatening disruption to their border communities, and to their most basic rights and livelihoods.The people of Ireland will not find a solution to Brexit in the parliament that is imposing it. On Brexit, Irish people in the north look to Sinn Féin, to the Irish government, the Irish parliament and to Europe to defend their interests.",NA,https://www.theguardian.com/commentisfree/2018/mar/06/sinn-fein-mp-british-parliament-irish-republicans-brexit,NA,NA,NA,NA
Michelle Gildernew,https://en.wikipedia.org/wiki/Michelle_Gildernew,Fermanagh and South Tyrone,1,Sinn Féin,NA,NA,"There is no such complexity in Gildernew’s message; a vote for her is an “anti-Brexit vote” and she is already on record as saying that pro-Remain unionists – not least, farmers – will vote for her over Elliott in order to stay in the EU",NA,https://www.irishtimes.com/news/politics/fermanagh-south-tyrone-brexit-focus-only-boosts-sinn-f%C3%A9in-s-gildernew-1.4098490,NA,NA,NA,NA
Eleanor Laing,https://en.wikipedia.org/wiki/Eleanor_Laing,Epping Forest,1,Conservative,NA,NA,"While Dame Eleanor's votes are not recorded due to her position as deputy speaker, she admitted she would not have voted the same way as her partner MP Rosie Winterton, who followed the Labour whip of voting down the deal.   When asked what course of action she would back if an amended deal was rejected, Dame Eleanor opted for no-deal over a people's vote.","Deputy speaker so no recorded votes, but on record supporting May deal and prefering no deal to second ref.",https://www.guardian-series.co.uk/news/17361713.dame-eleanor-laing-continues-back-governments-brexit-strategy/,NA,NA,NA,NA
Lindsay Hoyle,https://en.wikipedia.org/wiki/Lindsay_Hoyle,Chorley,1,Labour,NA,NA,Speaker,,NA,NA,NA,NA,NA
Rosie Winterton,https://en.wikipedia.org/wiki/Rosie_Winterton,Doncaster Central,1,Labour,NA,NA,Deputy Speaker,,NA,NA,NA,NA,NA
Barry McElduff,https://en.wikipedia.org/wiki/Barry_McElduff,West Tyrone,1,Sinn Féin,NA,NA,NA,,NA,NA,NA,NA,NA
Chris Hazzard,https://en.wikipedia.org/wiki/Chris_Hazzard,South Down,1,Sinn Féin,NA,NA,NA,,NA,NA,NA,NA,NA
Elisha McCallion,https://en.wikipedia.org/wiki/Elisha_McCallion,Foyle,1,Sinn Féin,NA,NA,NA,,NA,NA,NA,NA,NA
Francie Molloy,https://en.wikipedia.org/wiki/Francie_Molloy,Mid Ulster,1,Sinn Féin,NA,NA,NA,,NA,NA,NA,NA,NA
John Bercow,https://en.wikipedia.org/wiki/John_Bercow,Buckingham,1,Speaker,NA,NA,NA,,NA,NA,NA,NA,NA
Richard Bacon,https://en.wikipedia.org/wiki/Richard_Bacon_(politician),South Norfolk,0,Conservative,5,No Deal,NA,,https://farmweek.com/richard-bacon-opens-up-about-ongoing-struggle-with-alcohol/,0,0,0,1
Grant Shapps,https://en.wikipedia.org/wiki/Grant_Shapps,Welwyn Hatfield,0,Conservative,5,No Deal,"I was a Remainer but now I’m backing Brexit all the way, as hard as you like","Voted remain, now favours Hard Brexit",https://brexitcentral.com/grant-shapps-mp-i-remainer-now-im-backing-brexit-way-hard-like/,NA,0,0,1
Andrea Jenkyns,https://en.wikipedia.org/wiki/Andrea_Jenkyns,Morley and Outwood,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Bernard Jenkin,https://en.wikipedia.org/wiki/Bernard_Jenkin,Harwich and North Essex,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
David Davis,https://en.wikipedia.org/wiki/David_Davis_(British_politician),Haltemprice and Howden,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Dominic Raab,https://en.wikipedia.org/wiki/Dominic_Raab,Esher and Walton,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Esther McVey,https://en.wikipedia.org/wiki/Esther_McVey,Tatton,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Jacob Rees-Mogg,https://en.wikipedia.org/wiki/Jacob_Rees-Mogg,North East Somerset,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Priti Patel,https://en.wikipedia.org/wiki/Priti_Patel,Witham,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Ross Thomson,https://en.wikipedia.org/wiki/Ross_Thomson,Aberdeen South,0,Conservative,5,No Deal,"voted against all deal proposals, voted in favour of no deal inditive vote",,NA,0,0,0,1
Chris Grayling,https://en.wikipedia.org/wiki/Chris_Grayling,Epsom and Ewell,0,Conservative,5,No Deal,"Pro-Brexit Cabinet minister Chris Grayling, who will today become the first Government minister to share a campaign platform with UKIP leader Nigel Farage, hit back at suggestions that Britain’s trading status would be diminished, claiming that millions of European jobs depended on British consumers.; Remaining in a customs union after Brexit would allow a far smaller country like Lithuania to dictate the UK's terms of trade with the Commonwealth, Chris Grayling has warned. The Transport secretary spells out the risks to the UK of staying in a customs union - which MPs could coalesce around in a series of indicative votes today in Parliament -  in stark terms.","Strongly pro brexit, absent from no deal parliament vote but largely in favour of hard brexit.",https://www.independent.co.uk/news/uk/politics/eu-referendum-chris-grayling-to-be-first-government-minister-to-share-vote-leave-campaign-platform-a6988841.html; https://www.telegraph.co.uk/politics/2019/03/31/chris-grayling-interview-customs-union-brexit-means-ceding-power/,NA,1,0,NA
Theresa Villiers,https://en.wikipedia.org/wiki/Theresa_Villiers,Chipping Barnet,0,Conservative,5,No Deal,"Since this extension is now going ahead, the period it covers should be used constructively to carry out two parallel areas of work: firstly to seek improved exit terms with the EU, including the alternative arrangements on the Northern Ireland border outlined above; and secondly to prepare for the possibility of leaving without a deal at the end of the extended Article 50  period if the first work stream does not produce acceptable results. My preferred option is to leave with a deal in place, but if this is not possible then reverting to WTO Most Favoured Nation status would still enable a strong trading relationship with the EU, as is the case with UK-US trade.; Villiers, whose royal ancestor is said to have met his end with a red-hot iron stuck up his bottom, appeared on Sky’s Sophy Ridge show last weekend as a cheerleader for no-deal. She claimed talk of cliff edges was just “exaggeration and fearmongering” and insisted Britain could flourish by trading on “WTO terms with most-favoured nation status”.","Strongly pro brexit, absent from no deal parliament vote but not averse to leaving without a deal.",https://www.theresavilliers.co.uk/news/statement-brexit; https://www.theneweuropean.co.uk/top-stories/brex-factor-same-old-rubbish-about-brexit-1-5808689,0,0,0,NA
Penny Mordaunt,https://en.wikipedia.org/wiki/Penny_Mordaunt,Portsmouth North,0,Conservative,5,No Deal,"A Cabinet row has erupted after senior ministers lined up to condemn Penny Mordaunt's call for a ""managed no-deal"" exit from the European Union. The International Development Secretary, who campaigned for Vote Leave in the EU referendum, called on Theresa May to begin preparations now for the UK quitting the EU without a formal withdrawall agreement in place.",NA,https://www.politicshome.com/news/article/cabinet-row-as-minister-hits-out-at-penny-mordaunts-unicorn-managed-nodeal-plan,1,1,0,NA
Suella Fernandes,https://en.wikipedia.org/wiki/Suella_Braverman,Fareham,0,Conservative,5,No Deal,"A staunch Brexiteer, she campaigned for Leave in 2016 and was made chairwoman of the European Research Group of pro-Leave Conservative MPs a year later.",NA,https://www.standard.co.uk/news/politics/tory-suella-braverman-brexit-law-break-a4546966.html,NA,NA,NA,NA
Anne Marie Morris,https://en.wikipedia.org/wiki/Anne_Marie_Morris,Newton Abbot,0,Conservative,5,No Deal,“I believe leaving on World Trade Organisation terms would leave us in a sensible starting place in order to negotiate a free trade agreement with the European Union,NA,https://facts4eu.org/news/2019_jan_anne_marie_morris,0,0,0,1
Nigel Evans,https://en.wikipedia.org/wiki/Nigel_Evans,Ribble Valley,0,Conservative,5,No Deal,"“Leaving the European Union has been the most important task for this government since the 2016 referendum. What I see in this draft deal is not the Brexit that I voted for, and not the Brexit that the Ribble Valley constituency voted for. I cannot support an Irish backstop arrangement that threatens the Union and leaves us indefinitely within a version of the Customs Union and the Single Market. The negotiation has conceded far too much ground on all of the key points.” In sum, this deal prevents us from leaving the very institutions that tie us to the EU, and therefore it prevents the UK from benefitting from the main advantages that Brexit could bring. But perhaps most importantly, this deal is contrary to the commitments of the manifesto and a betrayal of the 17.4 million people who voted to leave the European Union. Whilst I certainly believe that the Prime Minister has been misguided by remain advisors, she has not listened to the concerns of her own MPs or senior members of the Cabinet.”I cannot vote for this deal with a clear conscience, and will not jeopardise the Brexit process by settling for such a flimsy deal. This is why I have joined the ‘Stand up for Brexit’ campaign and will vote against the deal when it is brought to the House.”",NA,https://www.nigel-evans.org.uk/news/nigel-evans-will-not-vote-brexit-deal,NA,0,0,1
Bill Wiggin,https://en.wikipedia.org/wiki/Bill_Wiggin,North Herefordshire,0,Conservative,5,No Deal,"Despite my optimism for a WTO clean global Brexit, if the Backstop were to be removed from the Withdrawal Agreement, I would nevertheless be willing to vote for the Prime Minister’s deal.",NA,https://billwiggin.wordpress.com/2019/01/22/bill-wiggin-mp-brexit-statement/,0,0,0,1
Zac Goldsmith,https://en.wikipedia.org/wiki/Zac_Goldsmith,Richmond Park,0,Conservative,5,No Deal,"Goldsmith is a long-standing Eurosceptic and supporter of Brexit. He first announced he was in favour of the UK leaving the European Union in 2013[138] and has consistently voted against UK membership of the EU in Parliament.[139] In March 2019, he was one of 265 Conservative MPs that backed a no-deal Brexit being left on the table.[140]; I have always favoured leaving the EU with an orderly deal – one that enables a close trading relationship, which removes us both from the Single Market and Customs Union, and which allows us to negotiate new relationships with countries outside of the EU. But I have never believed in the apocalyptic predictions associated with the prospect of our leaving on WTO terms.",NA,https://en.wikipedia.org/wiki/Zac_Goldsmith; https://www.conservativehome.com/platform/2019/03/zac-goldsmith-i-switched-to-voting-for-this-flawed-deal-because-it-is-now-the-only-route-available-to-leave-the-eu.html,0,0,0,1
Tracey Crouch,https://en.wikipedia.org/wiki/Tracey_Crouch,Chatham and Aylesford,0,Conservative,5,No Deal,I voted against the Withdrawal Agreement in January and I have said many times before I am OK with a No Deal Brexit. Constituents voted to Leave the EU and asked us politicians to deliver Brexit for them.  With only 15 days to go we stand on the precipice with potentially 3 key votes this week which will determine whether we leave on the 29th March or not.,"Would prefer a harder brexit, but supported deal to avoid the outcome of no brexit at all",https://www.facebook.com/TraceyCrouchofficial/posts/brexit-votes-this-weeki-voted-against-the-withdrawal-agreement-in-january-and-i-/1460867220716923/,NA,0,0,1
Crispin Blunt,https://en.wikipedia.org/wiki/Crispin_Blunt,Reigate,0,Conservative,5,No Deal,I have explained in my previous blogs why I judge no deal to be infinitely better than her Withdrawal Agreement.,NA,https://www.blunt4reigate.com/news/brexit-blogpost-crispin-blunt-mp,0,0,0,1
Craig Mackinlay,https://en.wikipedia.org/wiki/Craig_Mackinlay,South Thanet,0,Conservative,5,No Deal,"If I could have seen a clear route towards No Deal by voting against this Bill I would have pursued that, but any hope of a path to No Deal within this Parliament is simply for the birds. If I could see that further delay would result in a better deal, that would also have been tempting, but similarly not likely.",NA,https://brexitcentral.com/as-a-tory-mp-who-helped-found-ukip-heres-why-i-back-boris-johnsons-deal/,0,0,0,1
