name,wiki_url,constituency,exclude,party,brex_cat,brex_cat_lab,brex_cat_source,brex_cat_notes,brex_cat_link,delay_bill,may_bill,benn_bill,nodeal_bill
Kate Osamor,https://en.wikipedia.org/wiki/Kate_Osamor,Edmonton,0,Labour Co-operative,1,Revoke/2nd Ref,"Tensions over Labour’s position on a referendum intensified on Saturday as a group of 80 MPs, including Corbyn supporters Clive Lewis and Kate Osamor wrote to the party leader demanding Labour make support for a confirmatory vote its “bottom line” in talks with the government.; A letter from MPs and MEPs calling for a public vote on any Brexit deal, organised by the Love Socialism, Hate Brexit group, reached 118 signatures on Monday night, meaning the majority of non-shadow cabinet MPs have now signed the letter, including key Corbyn allies Clive Lewis and Kate Osamor.",NA,https://www.theguardian.com/uk-news/2019/apr/06/labour-chairman-attacks-corbyn-over-second-referendum-plan; https://www.theguardian.com/politics/2019/apr/29/brexit-labour-urged-to-resolve-second-referendum-crisis,1,0,1,0
Luciana Berger,https://en.wikipedia.org/wiki/Luciana_Berger,Liverpool Wavertree,0,Labour Co-operative,1,Revoke/2nd Ref,Voted for Wollastone amendment to extend exit deadline in order to hold second referendum,NA,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allvotes&sort=vote,1,0,1,0
Mike Gapes,https://en.wikipedia.org/wiki/Mike_Gapes,Ilford South,0,Labour Co-operative,1,Revoke/2nd Ref,Voted for Wollastone amendment to extend exit deadline in order to hold second referendum,NA,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allvotes&sort=vote,1,0,1,0
Vince Cable,https://en.wikipedia.org/wiki/Sir_Vince_Cable,Twickenham,0,Liberal Democrats,1,Revoke/2nd Ref,"If some sort of deal is reheated at the eleventh hour, a referendum remains an absolute necessity. Cross-party efforts through Best for Britain and others must now redouble to find a majority for a confirmatory Final Say referendum. It would be a democratic scandal for a pig in the poke rehash of the May agreement to squeak through parliament with a tiny majority and no mandate from the public.'",Supports confirmatory referendum on any deal,https://www.independent.co.uk/voices/boris-johnson-brexit-no-deal-vince-cable-remain-referendum-a9153871.html,NA,NA,NA,NA
Alistair Carmichael,https://en.wikipedia.org/wiki/Alistair_Carmichael,Orkney and Shetland,0,Liberal Democrats,1,Revoke/2nd Ref,voted for second referendum in indicative votes,,https://www.huffingtonpost.co.uk/entry/which-alternative-brexit-plan-your-mp-backed-in-indicative-votes_uk_5ca28e7de4b04693a9462ae0,1,0,1,0
Christine Jardine,https://en.wikipedia.org/wiki/Christine_Jardine,Edinburgh West,0,Liberal Democrats,1,Revoke/2nd Ref,Wants to reverse brexit,,https://talkradio.co.uk/news/christine-jardine-simple-solution-brexit-cancel-it-19080231801,1,0,1,0
Ed Davey,https://en.wikipedia.org/wiki/Sir_Ed_Davey,Kingston and Surbiton,0,Liberal Democrats,1,Revoke/2nd Ref,Favours reversal of brexit,,https://www.theguardian.com/politics/2019/sep/14/lib-dems-election-victory-cancel-brexit-ed-davey,NA,NA,NA,NA
Jamie Stone,https://en.wikipedia.org/wiki/Jamie_Stone_(Scottish_politician),"Caithness, Sutherland and Easter Ross",0,Liberal Democrats,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Jo Swinson,https://en.wikipedia.org/wiki/Jo_Swinson,East Dunbartonshire,0,Liberal Democrats,1,Revoke/2nd Ref,Favours second referendum/reversal of brexit,,https://www.telegraph.co.uk/politics/2019/07/23/lib-dem-leader-jo-swinson-says-would-vote-against-brexit-even/,1,0,1,0
Tom Brake,https://en.wikipedia.org/wiki/Tom_Brake,Carshalton and Wallington,0,Liberal Democrats,1,Revoke/2nd Ref,NA,,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allvotes,1,0,1,0
Wera Hobhouse,https://en.wikipedia.org/wiki/Wera_Hobhouse,Bath,0,Liberal Democrats,1,Revoke/2nd Ref,NA,,https://www.publicwhip.org.uk/division.php?date=2019-03-14&number=360&display=allvotes,1,0,1,0
Layla Moran,https://en.wikipedia.org/wiki/Layla_Moran,Oxford West and Abingdon,0,Liberal Democrats,1,Revoke/2nd Ref,"The revoke Article 50 petition has been signed by over 20,000 people in Oxford West and Abingdon The support for this has been unbelievable and the  LibDems have been leading the charge to get an Exit from Brexit. If you haven’t already, sign here'",In favour of second referendum,https://twitter.com/LaylaMoran/status/1110541675053699072,1,0,1,0
Tim Farron,https://en.wikipedia.org/wiki/Tim_Farron,Westmorland and Lonsdale,0,Liberal Democrats,1,Revoke/2nd Ref,Tim Farron: Only a People’s Vote can break the Brexit impasse and help to preserve Europe’s peace,In favour of people's vote,https://www.yorkshirepost.co.uk/news/opinion/columnists/tim-farron-only-a-people-s-vote-can-break-the-brexit-impasse-and-help-to-preserve-europe-s-peace-1-9648498,1,0,1,0
Jonathan Edwards,https://en.wikipedia.org/wiki/Jonathan_Edwards_(Welsh_politician),Carmarthen East and Dinefwr,0,Plaid Cymru,1,Revoke/2nd Ref,"However, there were 11 Welsh Labour MPs who voted for a second public vote, including seven Labour MPs who defied the party whip. They were: Tonia Antoniazzi - Gower, Albert Owen - Ynys Mon, Owen Smith - Pontypridd, Ann Clwyd - Cynon Valley, Anna McMorrin - Cardiff North, Geraint Davies - Swansea West, Jo Stevens - Cardiff Central.The four other MPs who voted in favour of a second public vote were all the Plaid Cymru group. Liz Saville Roberts - Dwyfor Meirionnydd, Jonathan Edwards - Carmarthen East and Dinefwr, Ben Lake - Ceredigion, Hywel Williams - Arfon.",NA,https://www.walesonline.co.uk/news/politics/brexit-latest-welsh-mps-who-15976568,1,0,1,0
Liz Saville-Roberts,https://en.wikipedia.org/wiki/Liz_Saville-Roberts,Dwyfor Meirionnydd,0,Plaid Cymru,1,Revoke/2nd Ref,"However, there were 11 Welsh Labour MPs who voted for a second public vote, including seven Labour MPs who defied the party whip. They were: Tonia Antoniazzi - Gower, Albert Owen - Ynys Mon, Owen Smith - Pontypridd, Ann Clwyd - Cynon Valley, Anna McMorrin - Cardiff North, Geraint Davies - Swansea West, Jo Stevens - Cardiff Central.The four other MPs who voted in favour of a second public vote were all the Plaid Cymru group. Liz Saville Roberts - Dwyfor Meirionnydd, Jonathan Edwards - Carmarthen East and Dinefwr, Ben Lake - Ceredigion, Hywel Williams - Arfon.",NA,https://www.walesonline.co.uk/news/politics/brexit-latest-welsh-mps-who-15976568,1,0,1,0
Ben Lake,https://en.wikipedia.org/wiki/Ben_Lake,Ceredigion,0,Plaid Cymru,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Hywel Williams,https://en.wikipedia.org/wiki/Hywel_Williams,Arfon,0,Plaid Cymru,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Stewart McDonald,https://en.wikipedia.org/wiki/Stewart_McDonald_(politician),Glasgow South,0,Scottish National,1,Revoke/2nd Ref,"If there is an opportunity to give people another say to reaffirm our desire to stay in the EU then I, and other SNP MPs, would back it. That includes seeking an extension of the Article 50 negotiating period, voting for a new referendum on Brexit if that choice is put to the House of Commons and seeking to build consensus for continued membership of the single market and the customs union.Whilst my party colleagues and I would vote, unconditionally, for a People's Vote on Brexit, we must ensure that Scotland is once again not put in a position where the country votes to remain in the EU, but is dragged out anyway as a result of votes elsewhere.",Would support second referendum,https://www.stewartmcdonald.scot/news/brexit/peoples-vote1/,1,0,1,0
Alan Brown,https://en.wikipedia.org/wiki/Alan_Brown_(Scottish_politician),Kilmarnock and Loudoun,0,Scottish National,1,Revoke/2nd Ref,"For rejoining EU post-Brexit, and on SNP party line throughout.",,https://www.express.co.uk/news/science/1603383/energy-bill-fury-snp-blames-brexit-rejoin-eu-nicola-sturgeon,1,0,1,0
Alison Thewliss,https://en.wikipedia.org/wiki/Alison_Thewliss,Glasgow Central,0,Scottish National,1,Revoke/2nd Ref,voted for second referendum in indicative votes,,https://www.huffingtonpost.co.uk/entry/which-alternative-brexit-plan-your-mp-backed-in-indicative-votes_uk_5ca28e7de4b04693a9462ae0,1,0,1,0
Angela Crawley,https://en.wikipedia.org/wiki/Angela_Crawley,Lanark and Hamilton East,0,Scottish National,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Angus MacNeil,https://en.wikipedia.org/wiki/Angus_MacNeil,Na h-Eileanan an Iar (Western Isles),0,Scottish National,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,NA,0,1,0
Carol Monaghan,https://en.wikipedia.org/wiki/Carol_Monaghan,Glasgow North West,0,Scottish National,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Chris Law,https://en.wikipedia.org/wiki/Chris_Law_(politician),Dundee West,0,Scottish National,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
Chris Stephens,https://en.wikipedia.org/wiki/Chris_Stephens_(politician),Glasgow South West,0,Scottish National,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
David Linden,https://en.wikipedia.org/wiki/David_Linden_(politician),Glasgow East,0,Scottish National,1,Revoke/2nd Ref,voted for Revoke in indicative votes,,https://www.theguardian.com/uk-news/ng-interactive/2019/mar/27/how-did-your-mp-vote-in-the-indicative-votes,1,0,1,0
